"","pwsid","district","severity","simpson","ground","surf","imported","recycled","desal","tot.source","propground","propsurf","propdesal","proprecyc","propimport","medinc","buyertier","sellertier","buyers","sellers","region","region2","PWS.name.2015","mean.pop.2015","tot.use.2015","tot.use.2013","tot.use.2015.gpcd","Population.2010","tot.use.2010","tot.use.2010.gpcd","change.tot","percent.change.tot","change.tot.gpcd","percent.change.tot.gpcd","hydrologic.region","nested","J_D_percent.change.tot","cons.st","cons.st.diff","cons.st.dummy"
"287",5410002,"Dinuba, City of",217.0267,0,1,0,0,0,0,1,1,0,0,0,0,41.175,NA,NA,NA,NA,"North","Central Valley","Dinuba  City of",23891,1264880000,1790480000,145.051469487851,21453,1469262159,187.636963505439,-204382159,-13.910530380712,-42.5854940175885,-22.695684913039,"Tulare Lake",0,-0.336270597108459,-0.32,0.0162705971084591,1
"288",5410010,"Porterville, City of",217.0267,0,1,0,0,0,0,1,1,0,0,0,0,42.015,NA,NA,NA,NA,"North","Central Valley","Porterville  City of",61946,3120129900,4323685400,137.996014204152,58232,4034035380,189.795159466056,-913905480,-22.6548702207961,-51.7991452619042,-27.2921319003229,"Tulare Lake",0,-0.286313315804398,-0.32,-0.0336866841956024,0
"289",5410015,"Tulare, City of",217.0267,0,1,0,0,0,0,1,1,0,0,0,0,43.608,NA,NA,NA,NA,"North","Central Valley","Tulare, City of",61792.25,4958600000,6170100000,219.852901932719,59535,5689684311,261.832135626447,-731084311,-12.8492948121318,-41.9792336937284,-16.0328806062292,"Tulare Lake",0,-0.226577335731937,-0.32,-0.0934226642680627,0
"290",5410041,"CA Water Service Co - Visalia",217.0267,0,1,0,0,0,0,1,1,0,0,0,0,71.729,NA,NA,NA,NA,"North","Central Valley","California Water Service Company Visalia",138404.5,8090076302,10622886860,160.143583541136,134410,9521692071,194.08397880947,-1431615769,-15.0353084128843,-33.9403952683335,-17.4874791193623,"Tulare Lake",0,-0.26539461674413,-0.32,-0.0546053832558703,0
"291",5510003,"Tuolumne Utilities District",194.2638,0.208774336,1,1,0,1,0,3,0.047393536,0.885691562,0,0.066878751,0,48.235,NA,NA,NA,NA,"North","Central Valley","Tuolumne Utilities District",28997,1221617000,1759923555,115.422143339344,28997,1737111681,164.127671308463,-515494681,-29.6753908593399,-48.7055279691192,-29.6753908593399,"San Joaquin River",0,-0.329802007265635,-0.24,0.0898020072656346,1
"292",5510009,"Groveland Community Services District",194.2638,0.330303317,0,0,1,1,0,2,0,0,0,0.208712614,0.791287386,35.125,0,1,0,1,"North","Central Valley","Groveland Community Services District",3378.33333333333,116473103,159299356,94.4561593825817,3400,157711884,127.084515713135,-41238781,-26.1481759992164,-32.6283563305529,-25.674533319389,"San Joaquin River",1,-0.292096849689275,-0.24,0.0520968496892749,1
"293",5610007,"Oxnard, City of",200.4460667,0.341544745,1,0,2,0,0,3,0.218525974,0,0,0,0.781474026,58.354,0,3,0,2,"South","South","Oxnard  City of",198451.25,7468544034,8762773766,103.107259222163,201499,8704131912,118.347667954707,-1235587878,-14.1954176532705,-15.2404087325436,-12.8776586779693,"South Coast",1,-0.170286746848366,-0.12,0.0502867468483662,1
"294",5610009,"Port Hueneme, City of",196,0,0,0,1,0,0,1,0,0,0,0,1,58.86,0,4,0,1,"South","South","Port Hueneme  City of",21555,619935599,712887976,78.7962744555978,21555,741636876,94.2649896569146,-121701277,-16.4098200801978,-15.4687152013168,-16.4098200801978,"South Coast",1,-0.159022509862807,-0.08,0.0790225098628071,1
"295",5610011,"Santa Paula, City of",200.7674,0.153172302,1,1,0,0,0,2,0.916429885,0.083570115,0,0,0,52.964,NA,NA,NA,NA,"South","South","Santa Paula  City of",30009,1273156919,1628569589,116.235167714526,29321,1438958016,134.454852452751,-165801097,-11.5223026076113,-18.2196847382256,-13.5507825904819,"South Coast",0,-0.241889257214018,-0.28,-0.0381107427859816,0
"296",5610023,"Ventura County Waterworks District #8",195.98625,0.0679042,1,0,1,0,0,2,0.032491722,0,0,0.002607616,0.964900662,91.6795,0,3,0,1,"South","South","Ventura County Waterworks District No. 8",90687,5533488370,7179774499,167.171062110215,90086,6303261744,191.696936899565,-769773374,-12.212302221667,-24.5258747893507,-12.7940879943222,"South Coast",1,-0.27382265384348,-0.28,-0.00617734615651955,0
"297",5610024,"Casitas Municipal Water District",205.7972333,0.028376332,1,1,0,0,0,2,0.014395393,0.985604607,0,0,0,61.928,1,0,2,0,"South","South","Casitas Municipal Water District",9603,3748555714,4427486713,1069.45909140836,9603,6068974875,1731.47229247709,-2320419161,-38.2341204040658,-662.01320106873,-38.2341204040658,"South Coast",0,-0.139997045649437,-0.32,-0.180002954350563,0
"298",5610040,"CA-American Water - Ventura",196,0,0,0,1,0,0,1,0,0,0,0,1,100.625,0,3,0,1,"South","South","California-American Water Ventura District",62144,4566973933,5783657544,201.342967151856,62144,4839539052,213.359473181158,-272565119,-5.63204710348104,-12.0165060293018,-5.63204710348105,"South Coast",1,-0.259774868821365,-0.32,-0.0602251311786353,0
"299",5610043,"Triunfo Sanitation District",196,0.359675219,0,0,1,1,0,2,0,0,0,0.235118157,0.764881843,129.75,0,3,0,1,"South","South","Triunfo Sanitation District / Oak Park Water Service",12200,645348752,901174705,144.924489557602,12201,1018610226,228.728214732006,-373261474,-36.6441907289472,-83.8037251744044,-36.6389976298266,"South Coast",1,-0.350698115690678,-0.32,0.0306981156906783,1
"300",5610059,"Golden State Water Company - Simi Valley",196,0.222623032,1,0,1,0,0,2,0.127590972,0,0,0,0.872409028,85.349,0,3,0,1,"South","South","Golden State Water Company Simi Valley",43351,1740274717,2433751723,109.983066987758,38676,1997792481,141.519393358523,-257517764,-12.8901157877568,-31.5363263707652,-22.2841022861591,"South Coast",1,-0.337491702118536,-0.24,0.0974917021185364,1
"301",5610063,"Camrosa Water District",196,0.689858748,3,1,1,1,0,6,0.181330198,0.452584224,0,0.077807883,0.288277695,104.071,0,3,0,1,"South","South","Camrosa Water District",35655.9166666667,2354139702,3000224879,180.887168712962,26931,4895911275,498.067489062612,-2541771573,-51.9162098786196,-317.180320349651,-63.6821971549678,"South Coast",1,-0.221952757537171,-0.32,-0.0980472424628286,0
"302",5710001,"Davis City of",171.8005,0,1,0,0,0,0,1,1,0,0,0,0,68.833,NA,NA,NA,NA,"North","Central Valley","Davis  City of",67682,3001500000,4.021e+09,121.498887019191,68289,3497684634,140.325639962472,-496184634,-14.186088396213,-18.8267529432813,-13.4164739589402,"Sacramento River",0,-0.268208341448032,-0.28,-0.0117916585519678,0
"303",5710003,"West Sacramento, City of",171.8005,0,0,1,0,0,0,1,0,1,0,0,0,49.7745,NA,NA,NA,NA,"North","Central Valley","West Sacramento  City of",50836,3300549104,4711159932,177.877887420952,47910,4270929057,244.23242535233,-970379953,-22.720582338158,-66.3545379313783,-27.1686029550151,"Sacramento River",0,-0.317904149183507,-0.28,0.037904149183507,1
"304",5710006,"Woodland, City of",171.8005,0,1,0,0,0,0,1,1,0,0,0,0,57.0905,NA,NA,NA,NA,"North","Central Valley","Woodland  City of",57171.9166666667,2790444180,3972467720,133.720417185218,55468,4536823473,224.086921300298,-1746379293,-38.4934371679486,-90.3665041150797,-40.3265409648695,"Sacramento River",0,-0.295733934294482,-0.24,0.055733934294482,1
"305",5810001,"CA Water Service Co - Marysville",187.9097,0,1,0,0,0,0,1,1,0,0,0,0,39.583,NA,NA,NA,NA,"North","Central Valley","California Water Service Company Marysville",12176.5,567502846,749621207,127.688770813306,12515,708074223,155.008340238289,-140571377,-19.8526330198014,-27.3195694249835,-17.6245803180564,"Sacramento River",0,-0.258302925665479,-0.24,0.018302925665479,1
"306",5810002,"Linda County Water District",187.927,0,1,0,0,0,0,1,1,0,0,0,0,34.169,NA,NA,NA,NA,"North","Central Valley","Linda County Water District",18808,929030000,1276888000,135.330054829481,18808,906191631,132.003232521282,22838369,2.52025821236038,3.32682230819879,2.52025821236038,"Sacramento River",0,-0.305428001668485,-0.32,-0.0145719983315148,0
"307",5810003,"Olivehurst Public Utilities District",187.9635,0,1,0,0,0,0,1,1,0,0,0,0,40.6775,NA,NA,NA,NA,"North","Central Valley","Olivehurst Public Utility District",19509,968300000,1517300000,135.982198591869,19509,986025126,138.471408138288,-17725126,-1.79763431302257,-2.4892095464194,-1.79763431302258,"Sacramento River",0,-0.440344264497781,-0.36,0.0803442644977811,1
